County,Precinct Number,Location,Address,Zipcode
Polk,208,The Hamptons,"1094 US Highway 92 W, Auburndale, FL",33823
Polk,209,Christ Community Church,"704 N Brunnell Pkwy, Lakeland, FL",33815
Polk,210,First Baptist Institutional Church,"932 Martin L King Jr Ave, Lakeland, FL",33815
Polk,211,Family Worship Center,"1350 E Main St, Lakeland, FL",33801
Polk,212,Woodalls MHP,"2121 New Tampa Hwy, Lakeland, FL",33815
Polk,213,Winston Baptist Church,"3233 Old Tampa Hwy, Lakeland, FL",33803
Polk,214,Trinity United Methodist Church,"715 Cornelia Ave, Lakeland, FL",33815
Polk,215,Revive Church,"5410 Yarborough Ln, Lakeland, FL",33812
Polk,216,McArthur Center FL Presbyterian Homes,"811 S Lakeside Ave, Lakeland, FL",33815
Polk,217,Lake Mirror Center,"121 S Lake Ave, Lakeland, FL",33801
Polk,218,Discover Family Church,"300 Longfellow Blvd, Lakeland, FL",33801
Polk,219,Citrus Woods - Clubhouse Annex,"1610 Reynolds Rd, Lakeland, FL",33801
Polk,220,Hilton Garden Inn,"3839 Don Emerson Dr, Lakeland, FL",33811
Polk,221,Heatherwood Village,"1925 Harden Blvd, Lakeland, FL",33803
Polk,222,Mas Verde,"2600 Harden Blvd, Lakeland, FL",33803
Polk,223,College Heights Methodist Church,"942 South Blvd, Lakeland, FL",33803
Polk,224,Cleveland Heights Golf Club,"2900 Buckingham Ave, Lakeland, FL",33803
Polk,225,Iglesia Bautista Unidos Por Fe,"1000 Mt Airy Ave, Lakeland, FL",33801
Polk,226,Citrus Woods - Clubhouse Annex,"1610 Reynolds Rd, Lakeland, FL",33801
Polk,227,K-Ville Community Center,"1339 Payne St, Auburndale, FL",33823
Polk,228,United Methodist Temple,"2700 S Florida Ave, Lakeland, FL",33803
Polk,229,Kelly Recreation Complex,"404 Imperial Blvd, Lakeland, FL",33803
Polk,230,Cleveland Heights Baptist Church,"3120 Cleveland Heights Blvd, Lakeland, FL",33803
Polk,231,First Alliance Church,"1919 E Edgewood Dr, Lakeland, FL",33803
Polk,233,Lakeland Elks Lodge #1291,"4529 Harden Blvd, Lakeland, FL",33813
Polk,234,Heritage Baptist Church,"4202 Pipkin Creek Rd, Lakeland, FL",33811
Polk,235,Fellowship Baptist Church,"4625 Cleveland Heights Blvd, Lakeland, FL",33813
Polk,236,Highland Park Church,"4730 Lakeland Highlands Rd, Lakeland, FL",33813
Polk,238,Medulla Community Center,"1049 Parker Rd, Lakeland, FL",33811
Polk,239,Scott Lake Baptist Church,"5811 Scott Lake Rd, Lakeland, FL",33813
Polk,240,Highlands Church of Christ,"5730 Lakeland Highlands Rd, Lakeland, FL",33813
Polk,241,Southside Baptist Church,"5330 Lakeland Highlands Rd, Lakeland, FL",33813
Polk,243,Shepherds Community United Methodist,"6885 Chelsea Oaks Dr, Lakeland, FL",33811
Polk,244,Willow Oak Baptist Church,"3390 Willow Oak Rd, Mulberry, FL",33860
Polk,245,Trinity Baptist Church,"6633 Old Highway 37, Lakeland, FL",33811
Polk,246,Willow Oak Baptist Church,"3390 Willow Oak Rd, Mulberry, FL",33860
Polk,247,Mulberry Civic Center,"901 NE 5th St, Mulberry, FL",33860
Polk,248,Scott Lake Baptist Church,"5811 Scott Lake Rd, Lakeland, FL",33813
Polk,249,Unity In The Grove Church,"6230 Lakeland Highlands Rd, Lakeland, FL",33813
Polk,250,Trinity Christian Center,"4416 E County Road 540A, Lakeland, FL",33813
Polk,252,Combee Connection Ministries,"1140 N Combee Rd, Lakeland, FL",33801
Polk,253,Sun n Fun Expo Campus,"4075 James C Ray Dr, Lakeland, FL",33811
Polk,254,Sun n Fun Expo Campus,"4075 James C Ray Dr, Lakeland, FL",33811
Polk,255,Redeemer Presbyterian Church,"1520 W Pipkin Rd, Lakeland, FL",33811
Polk,256,Shepherds Community United Methodist,"6885 Chelsea Oaks Dr, Lakeland, FL",33811
Polk,301,Donald Bronson Community Center,"124 Bronson Trl, Polk City, FL",33868
Polk,302,Emerald Lakes MHP Clubhouse,"200 Jeremy Dr, Davenport, FL",33837
Polk,303,Westside Ridge,"911 Westside Ridge Blvd, Auburndale, FL",33823
Polk,304,Legacy Community Church,"201 Dickey Rd, Auburndale, FL",33823
Polk,306,Northeast Polk County Government Center,"200 Goverment Ctr NW, Lake Alfred, FL",33850
Polk,307,Lena Vista United Methodist Church,"690 Berkley Rd, Auburndale, FL",33823
Polk,309,Auburndale Civic Center,"115 W Park St, Auburndale, FL",33823
Polk,310,First Church of God,"3025 US Highway 92, Winter Haven, FL",33881
Polk,312,Lake Alfred City Hall,"120 E Pomelo St, Lake Alfred, FL",33850
Polk,313,The Rock of Winter Haven,"2901 Lucerne Park Rd, Winter Haven, FL",33881
Polk,314,1st Baptist Church of Lucerne Park,"5650 State Road 544, Winter Haven, FL",33881
Polk,315,K-Ville Community Center,"1339 Payne St, Auburndale, FL",33823
Polk,316,Multiply Christian Church,"3900 Lake Blue Dr, Winter Haven, FL",33881
Polk,319,Spring Haven,"1225 Havendale Blvd NW, Winter Haven, FL",33881
Polk,321,Polk County Utilities Division,"1011 Jim Keene Blvd, Winter Haven, FL",33880
Polk,322,Multiply Christian Church,"3900 Lake Blue Dr, Winter Haven, FL",33881
Polk,323,Southside Baptist Church,"1301 7th St NW, Winter Haven, FL",33880
Polk,324,Winter Haven Senior Adult Center,"250 S Lake Silver Dr NW, Winter Haven, FL",33880
Polk,325,Samson Masonic Lodge #142,"120 Avenue R NW, Winter Haven, FL",33881
Polk,326,Church of the Redeemer,"1410 Dundee Rd, Winter Haven, FL",33884
Polk,327,Faith Baptist Church,"2140 Crystal Beach Rd, Winter Haven, FL",33880
Polk,329,Southside Baptist Church,"1301 7th St SW, Winter Haven, FL",33880
Polk,330,Central Church of Christ,"142 C Ave SW, Winter Haven, FL",33880
Polk,331,Christ Community Church,"1895 Overlook Dr, Winter Haven, FL",33884
Polk,332,Resurrection Lutheran Church,"4620 Cypress Gardens Rd, Winter Haven, FL",33884
Polk,333,Spirit Lake Community Church,"2600 Spirit Lake Rd, Winter Haven, FL",33880
Polk,334,Eagle Lake Church of Christ,"261 3rd St N, Eagle Lake, FL",33839
Polk,336,Hope Presbyterian Church,"2110 Cypress Gardens Blvd, Winter Haven, FL",33884
Polk,337,Holy Cross Episcopal Church,"201 Kipling Ln, Winter Haven, FL",33884
Polk,338,Linda Weldon Activity Center,"685 E Eagle Ave, Eagle Lake, FL",33839
Polk,339,Cypress Ridge Presbyterian,"6230 Cypress Gardens Blvd, Winter Haven, FL",33884
Polk,340,First Church of God,"3025 US Highway 92, Winter Haven, FL",33881
Polk,341,Emerald Lakes MHP Clubhouse,"200 Jeremy Dr, Davenport, FL",33837
Polk,342,Spring Haven,"1225 Havendale Blvd, Winter Haven, FL",33881
Polk,343,Faith Baptist Church,"2140 Crystal Beach Rd, Winter Haven, FL",33880
Polk,344,Northeast Polk County Government Center,"200 Goverment Center Blvd, Lake Alfred, FL",33850
Polk,401,Sunlake Terrace Estates,"6555 -16 Old Lake Wilson Rd, Davenport, FL",33896
Polk,402,Four Corners Baptist Church,"125 Cottonwood Dr, Davenport, FL",33837
Polk,403,Kissimmee South Resort,"3700 US Highway 17 92 N, Davenport, FL",33837
Polk,404,Tom Fellows Community Center,"207 North Blvd W, Davenport, FL",33837
Polk,405,Parkview Christian Center - Hall,"3520 Baker Dairy Rd, Haines City, FL",33844
Polk,406,Kissimmee South Resort,"3700 US Highway 17 92 N, Davenport, FL",33837
Polk,407,Oakland Neighborhood Center,"915 Avenue E, Haines City, FL",33844
Polk,408,St. Mary's Primitive Baptist Church,"2855 Orchid Dr, Haines City, FL",33844
Polk,409,Lake Eva Event Center,"799 Johns Ave, Haines City, FL",33844
Polk,411,Solivita,"395 Village Dr, Poinciana, FL",34759
Polk,412,Poinciana Community Center,"395 Marigold Ave, Poinciana, FL",34759
Polk,413,Lake Hamilton Womans Club,"85 N Omaha St, Lake Hamilton, FL",33851
Polk,414,Grenelefe Resort,"3271 Camelot Dr, Haines City, FL",33844
Polk,415,Calvary Baptist Church,"2101 Overlook Dr, Winter Haven, FL",33884
Polk,416,Dundee Community Center,"603 Lake Marie Blvd, Dundee, FL",33838
Polk,418,Natures Edge,"7079 Tamarind Dr, Lake Wales, FL",33898
Polk,419,FFA Leadership Center,"5000 Firetower Rd, Haines City, FL",33844
Polk,421,Polk County Sheriffs Northeast District Office,"1100 Dunson Rd, Davenport, FL",33896
Polk,422,Tom Fellows Community Center,"207 North Blvd W, Davenport, FL",33837
Polk,423,Poinciana Community Center,"395 Marigold Ave, Poinciana, FL",34759
Polk,424,FFA Leadership Center,"5000 Firetower Rd, Haines City, FL",33844
Polk,425,Solivita,"395 Village Dr, Poinciana, FL",34759
Polk,501,Good Hope Missionary Baptist Church,"3397 Old Bartow Eagle Lake Rd, Bartow, FL",33830
Polk,504,Polk Street Community Center,"1255 Polk St, Bartow, FL",33830
Polk,505,First Baptist Church-Ministry Center,"410 E Church St, Bartow, FL",33830
Polk,506,Bartow Assembly of God,"915 S Broadway Ave, Bartow, FL",33830
Polk,507,Bartow Civic Center,"2250 S Floral Ave, Bartow, FL",33830
Polk,509,Carver Center,"520 Herbert Dixon Blvd, Bartow, FL",33830
Polk,510,Centro Guadalupe Catholic Mission,"2150 Bomber Rd, Winter Haven, FL",33880
Polk,511,First Baptist Church of Lake Garfield,"1170 80 Foot Rd, Bartow, FL",33830
Polk,512,1st Baptist Church of Bradley,"610 Pine St, Bradley, FL",33835
Polk,514,Alturas Womens Club,"124 Magnolia Ave, Alturas, FL",33820
Polk,516,American Legion,"825 N Charleston Ave, Fort Meade, FL",33841
Polk,517,Fort Meade Community Center,"10 SW 3rd St, Fort Meade, FL",33841
Polk,518,Fort Meade First Church of God,"215 S Perry Ave, Fort Meade, FL",33841
Polk,519,Hampton Inn Lake Wales,"22900 Hwy 27, Lake Wales, FL",33859
Polk,520,Redemption Baptist Church,"2576 Rifle Range Rd, Winter Haven, FL",33880
Polk,522,Resurrection Lutheran Church,"4620 Cypress Gardens Rd, Winter Haven, FL",33884
Polk,523,B Street Community Center,"230 B St, Lake Wales, FL",33853
Polk,524,Hampton Inn Lake Wales,"22900 Hwy 27, Lake Wales, FL",33859
Polk,526,Lake Ashton Clubhouse,"4141 Ashton Club Dr, Lake Wales, FL",33859
Polk,527,First United Methodist Church,"230 N 5th St, Lake Wales, FL",33853
Polk,528,Lake Wales Administration Building,"201 W Central Ave, Lake Wales, FL",33853
Polk,529,Lake Ashton Clubhouse,"4141 Ashton Club Dr, Lake Wales, FL",33859
Polk,530,Lake Wales Masonic Lodge,"660 S 9th St, Lake Wales, FL",33853
Polk,532,Crooked Lake Community Center,"233 Sunshine Dr, Lake Wales, FL",33859
Polk,533,Lakeshore Club Villas,"500 Club Cir, Lakeshore, FL",33854
Polk,534,Wayside Baptist Church,"7831 Camp Mack Rd, Lake Wales, FL",33898
Polk,535,Crooked Lake Community Center,"233 Sunshine Dr, Lake Wales, FL",33859
Polk,536,Hillside Church,"725 Rainbow Blvd, Babson Park, FL",33827
Polk,537,First Baptist Church,"96 W B St, Frostproof, FL",33843
Polk,538,Sun Ray United Methodist Church,"316 Raymond Ave, Frostproof, FL",33843
Polk,539,Sun Ray United Methodist Church,"316 Raymond Ave, Frostproof, FL",33843
Polk,540,Indian Lake Estates Clubhouse,"7510 Red Grange Blvd, Indian Lake Est, FL",33855
Polk,542,Golfview Baptist Church,"107 Hibiscus Dr, Lake Wales, FL",33898
Polk,543,Golfview Baptist Church,"107 Hibiscus Dr, Lake Wales, FL",33898
Polk,544,Linda Weldon Activity Center,"685 E Eagle Ave, Eagle Lake, FL",33839
Polk,545,Linda Weldon Activity Center,"685 E Eagle Ave, Eagle Lake, FL",33839
Polk,546,Eagle Lake Church of Christ,"261 3rd St N, Eagle Lake, FL",33839
Polk,547,Alturas Womens Club,"124 Magnolia Ave, Alturas, FL",33820
Polk,801,Poll 801,"70 Florida Citrus Blvd, Winter Haven, FL",33880
Polk,802,Poll 802,"70 Florida Citrus Blvd, Winter Haven, FL",33880
Putnam,01,South Putnam Government Center,"115 N Summit St, Crescent City, FL",32112
Putnam,02,South Putnam Government Center,"115 N Summit St, Crescent City, FL",32112
Putnam,03,Beulah Baptist Church,"106 Beulah Church Rd, Crescent City, FL",32112
Putnam,04,The Church,"638 3rd Ave, Welaka, FL",32193
Putnam,05,The Church,"638 3rd Ave, Welaka, FL",32193
Putnam,06,Pomona Park Community Center,"200 E Main St, Pomona Park, FL",32181
Putnam,07,Pomona Park Community Center,"200 E Main St, Pomona Park, FL",32181
Putnam,08,Hope Lutheran Church,"273 County Rd 309, Satsuma, FL",32189
Putnam,09,Hope Lutheran Church,"273 County Rd 309, Satsuma, FL",32189
Putnam,10,Dunns Creek Baptist Church,"686 S Highway 17, San Mateo, FL",32187
Putnam,11,Putnam County Ag Center,"111 Yelvington Rd, East Palatka, FL",32131
Putnam,12,Bostwick Community Center,"125 2 Tillman St, Palatka, FL",32177
Putnam,13,Bardin Fire Dept,"107 Johns Rd, Palatka, FL",32177
Putnam,14,Living Hope Family Worship Center,"1109 State Rd 100, Florahome, FL",32140
Putnam,15,Trinity Episcopal Church,"204 State Rd 26, Melrose, FL",32666
Putnam,16,Woodlawn Baptist Church,"818 County Rd 20A, Hawthorne, FL",32640
Putnam,17,Woodlawn Baptist Church,"818 County Rd 20A, Hawthorne, FL",32640
Putnam,18,Interlachen Community Center,"135 S County Rd 315, Interlachen, FL",32148
Putnam,19,Interlachen Community Center,"135 S County Rd 315, Interlachen, FL",32148
Putnam,20,Interlachen Community Center,"135 S County Rd 315, Interlachen, FL",32148
Putnam,21,Interlachen Community Center,"135 S County Rd 315, Interlachen, FL",32148
Putnam,22,Grandin Lake Shores Community Center,"418 Holiday Dr, Interlachen, FL",32148
Putnam,23,Dunham Woods Baptist Church,"151 Hoover Rd, Palatka, FL",32177
Putnam,24,Grace Community Baptist Church,"161 Peniel Church Rd, Palatka, FL",32177
Putnam,25,Southwest Fire Dept,"3409 Park St, Palatka, FL",32177
Putnam,26,Southwest Fire Dept,"3409 Park St, Palatka, FL",32177
Putnam,27,Edgar Johnson Senior Center,"1215 Westover Dr, Palatka, FL",32177
Putnam,28,Price Martin Community Center,"220 N 11th St, Palatka, FL",32177
Putnam,29,St Johns River State College,"5001 St Johns Ave, Palatka, FL",32177
Putnam,30,St Johns River State College,"5001 St Johns Ave, Palatka, FL",32177
Putnam,31,Southwest Fire Dept,"3409 Park St, Palatka, FL",32177
Putnam,32,Edgar Johnson Senior Center,"1215 Westover Dr, Palatka, FL",32177
Putnam,33,Price Martin Community Center,"220 N 11th St, Palatka, FL",32177
Putnam,34,St Johns River State College,"5001 St Johns Ave, Palatka, FL",32177
Putnam,35,St Johns River State College,"5001 St Johns Ave, Palatka, FL",32177
Putnam,36,Palatka Woman's Club,"600 S 13th St, Palatka, FL",32177
Putnam,37,Palatka Woman's Club,"600 S 13th St, Palatka, FL",32177
Santa Rosa,1,Milton Community Center,"5629 Byrom St, Milton, FL",32570
Santa Rosa,2,Pace Community Center (Ball Park),"5976 Chumuckla Hwy, Pace, FL",32571
Santa Rosa,3,Coon Hill-Linda Carden Community Center,"5259 Booker Ln, Jay, FL",32565
Santa Rosa,4,Jay-Linda Carden Community Center,"5259 Booker Ln, Jay, FL",32565
Santa Rosa,5,McLellan- Blackwater Baptist Church,"11689 Munson HWY, Milton, FL",32570
Santa Rosa,6,Red Rock-Blackwater Baptist Church,"11689 Munson HWY, Milton, FL",32570
Santa Rosa,7,Munson-Blackwater Baptist Church,"11689 Munson HWY, Milton, FL",32570
Santa Rosa,8,Milton Community Center,"5629 Byrom St, Milton, FL",32570
Santa Rosa,9,East Milton Community Gym,"8600 Bobby Brown Rd, Milton, FL",32583
Santa Rosa,10,Harbor at Holley Assembly of God (Harbor Cafe),"4020 HWY 87, Navarre, FL",32566
Santa Rosa,11,Solid Rock Baptist Church,"6760 East Gate Rd, Milton, FL",32570
Santa Rosa,12,Pine Terrace Baptist Church,"6212 Pine Blossom RD, Milton, FL",32570
Santa Rosa,13,Allentown VFD,"9482 HWY 89, Jay, FL",32565
Santa Rosa,14,East Milton Community Gym,"8600 Bobby Brown Rd, Milton, FL",32583
Santa Rosa,15,Milton Community Center,"5629 Byrom St, Milton, FL",32570
Santa Rosa,16,Bagdad-Bagdad Community Center,"6860 Pooley St, Milton, FL",32583
Santa Rosa,17,Fidelis-Linda Carden Community Center,"5259 Booker ln, Jay, FL",32565
Santa Rosa,18,Friendship Baptist Church,"5300 Berryhill Rd, Milton, FL",32570
Santa Rosa,19,Chumuckla Community Center,"2355 HWY 182, Jay, FL",23565
Santa Rosa,20,Immanuel Baptist Church,"4187 Highway 90, Pace, FL",32571
Santa Rosa,21,Christian Life Church,"4401 Avalon Blvd, Milton, FL",32583
Santa Rosa,22,Gulf Breeze Community Center,"800 Shoreline Dr, Gulf Breeze, FL",32561
Santa Rosa,23,Midway Baptist Church,"5471 Gulf Breeze Pkwy, Gulf Breeze, FL",32563
Santa Rosa,24,Santa Rosa County Auditorium,"4530 Spike's Way, Milton, FL",32583
Santa Rosa,25,Coastline Calvary Chapel-Oriole Beach,"1122 Oriole Beach Rd, Gulf Breeze, FL",32563
Santa Rosa,26,Navarre Community Gym,"8840 High School Blvd, Navarre, FL",32566
Santa Rosa,27,Woodbine Church,"5200 Woodbine Rd, Pace, FL",32571
Santa Rosa,28,Tiger Point Community Center,"1370 Tiger Park LN, Gulf Breeze, FL",32563
Santa Rosa,29,Navarre Community Gym,"8840 High School Blvd, Navarre, FL",32566
Santa Rosa,30,Pine Terrace Baptist Church,"6212 Pine Blossom Rd., Milton, FL",32570
Santa Rosa,31,Immanuel Baptist Church,"4187 Highway 90, Pace, FL",32571
Santa Rosa,32,Coastline Calvary Chapel-Grand Pointe,"1122 ORIOLE BEACH RD, Gulf Breeze, FL",32563
Santa Rosa,33,East Milton Community Gym,"8600 Bobby Brown Rd, Milton, FL",32583
Santa Rosa,34,St. Sylvester's Catholic Church,"6464 Gulf Breeze Pkwy Rd, Gulf Breeze, FL",32563
Santa Rosa,35,Navarre United Methodist Church,"9474 Navarre Pkwy, Navarre, FL",32566
Santa Rosa,36,Woodbine Church,"5200 Woodbine Rd, Pace, FL",32571
Santa Rosa,37,Tiger Point Community Center,"1370 Tiger Park LN, Gulf Breeze, FL",32563
Santa Rosa,38,Navarre Beach-Navarre Community Gym,"8840 High School Blvd, Navarre, FL",32566
Santa Rosa,39,Santa Rosa County Auditorium,"4530 Spike's Way, Milton, FL",32583
Santa Rosa,40,St. Sylvester's Catholic Church,"6464 Gulf Breeze Pkwy, Gulf Breeze, FL",32563
Santa Rosa,41,Midway Baptist Church,"5471 Gulf Breeze Pkwy, Gulf Breeze, FL",32563
Sarasota,101,LIGHT OF THE WORLD INTERNATIONAL CHURCH,"3809 CHAPEL DR, SARASOTA, FL",34234
Sarasota,103,NORTH SARASOTA PUBLIC LIBRARY,"2801 NEWTOWN BLVD, SARASOTA, FL",34234
Sarasota,105,LONGWOOD RECREATION CENTER,"6050 LONGWOOD RUN BLVD, SARASOTA, FL",34243
Sarasota,106,GRACE COMMUNITY CHURCH-LAKEWOOD RANCH,"4080 LAKEWOOD RANCH BLVD N, LAKEWOOD RANCH, FL",34240
Sarasota,107,OLD MIAKKA CHURCH,"1620 MYAKKA RD, SARASOTA, FL",34240
Sarasota,109,LIGHT OF THE WORLD INTERNATIONAL CHURCH,"3809 CHAPEL DR, SARASOTA, FL",34234
Sarasota,111,LIGHT OF THE WORLD INTERNATIONAL CHURCH,"3809 CHAPEL DR, SARASOTA, FL",34234
Sarasota,113,TRI-PAR ESTATES RECREATION HALL,"5101 BEL AIR AVE, SARASOTA, FL",34234
Sarasota,115,ROBERT L. TAYLOR COMMUNITY CENTER,"1845 34TH ST, SARASOTA, FL",34234
Sarasota,117,CHURCH OF THE NATIVITY,"5900 N LOCKWOOD RIDGE RD, SARASOTA, FL",34243
Sarasota,119,FAITH CHURCH,"1201 N BENEVA RD, SARASOTA, FL",34232
Sarasota,121,MEADOWS COMMUNITY CENTER,"2004 LONGMEADOW, SARASOTA, FL",34235
Sarasota,123,VFW POST 3233,"124 S TUTTLE AVE, SARASOTA, FL",34237
Sarasota,125,FELLOWSHIP OF BELIEVERS,"3333 12TH ST, SARASOTA, FL",34237
Sarasota,127,KNIGHTS OF COLUMBUS,"4880 FRUITVILLE RD, SARASOTA, FL",34232
Sarasota,128,NEW LIFE LUTHERAN CHURCH,"8010 FRUITVILLE RD, SARASOTA, FL",34240
Sarasota,129,VFW POST 3233,"124 S TUTTLE AVE, SARASOTA, FL",34237
Sarasota,131,OAKWOOD MANOR,"3330 FRUITVILLE RD, SARASOTA, FL",34237
Sarasota,133,BAYSIDE COMMUNITY CHURCH,"8200 BEE RIDGE RD, SARASOTA, FL",34241
Sarasota,135,TOUCHPOINT COMMUNITY CHURCH,"7601 STATE RD 72, SARASOTA, FL",34241
Sarasota,201,TOWN OF LONGBOAT KEY TOWN HALL,"501 BAY ISLES RD, LONGBOAT KEY, FL",34228
Sarasota,203,SARASOTA MUNICIPAL AUDITORIUM,"801 N TAMIAMI TRL, SARASOTA, FL",34236
Sarasota,205,MCCOWN TOWERS,"1300 BLVD OF THE ARTS, SARASOTA, FL",34236
Sarasota,207,MCCOWN TOWERS,"1300 BLVD OF THE ARTS, SARASOTA, FL",34236
Sarasota,209,FIRST PRESBYTERIAN CHURCH,"2050 OAK ST, SARASOTA, FL",34237
Sarasota,211,ST ARMANDS KEY LUTHERAN CHURCH,"40 N ADAMS DR, SARASOTA, FL",34236
Sarasota,213,ST ARMANDS KEY LUTHERAN CHURCH,"40 N ADAMS DR, SARASOTA, FL",34236
Sarasota,215,TEMPORARILY MOVED TO: FIRST PRESBYTERIAN CHURCH,"2050 OAK ST, SARASOTA, FL",34237
Sarasota,217,SARASOTA COMMUNITY CHURCH,"4041 BAHIA VISTA ST, SARASOTA, FL",34232
Sarasota,219,SARASOTA COMMUNITY CHURCH,"4041 BAHIA VISTA ST, SARASOTA, FL",34232
Sarasota,221,COLONIAL OAKS BAPTIST CHURCH,"6901 BEE RIDGE RD, SARASOTA, FL",34241
Sarasota,223,SOUTHSIDE BAPTIST CHURCH,"2035 MAGNOLIA ST, SARASOTA, FL",34239
Sarasota,225,SOUTHSIDE BAPTIST CHURCH,"2035 MAGNOLIA ST, SARASOTA, FL",34239
Sarasota,227,CHURCH OF THE PALMS,"3224 BEE RIDGE RD, SARASOTA, FL",34239
Sarasota,229,CHURCH OF THE PALMS,"3224 BEE RIDGE RD, SARASOTA, FL",34239
Sarasota,231,BENEVA CHRISTIAN CHURCH,"4835 BENEVA RD, SARASOTA, FL",34233
Sarasota,233,SARASOTA BAPTIST CHURCH,"7091 PROCTOR RD, SARASOTA, FL",34241
Sarasota,301,WATERFORD SPORTS CLUB,"1460 GLENEAGLES DR, VENICE, FL",34292
Sarasota,303,TOUCHPOINT COMMUNITY CHURCH,"7601 STATE RD 72, SARASOTA, FL",34241
Sarasota,305,CHURCH OF THE NAZARENE,"1535 E VENICE AVE, VENICE, FL",34292
Sarasota,307,GOOD SHEPHERD EPISCOPAL CHURCH,"1115 CENTER RD, VENICE, FL",34292
Sarasota,309,MORGAN FAMILY COMMUNITY CENTER,"6207 W PRICE BLVD, NORTH PORT, FL",34291
Sarasota,311,MORGAN FAMILY COMMUNITY CENTER,"6207 W PRICE BLVD, NORTH PORT, FL",34291
Sarasota,312,MORGAN FAMILY COMMUNITY CENTER,"6207 W PRICE BLVD, NORTH PORT, FL",34291
Sarasota,313,GEORGE MULLEN ACTIVITY CENTER,"1602 KRAMER WAY, NORTH PORT, FL",34286
Sarasota,314,GEORGE MULLEN ACTIVITY CENTER,"1602 KRAMER WAY, NORTH PORT, FL",34286
Sarasota,315,STONEYBROOK CLUB HOUSE,"2365 ESTUARY DR, VENICE, FL",34292
Sarasota,317,NORTH PORT PUBLIC LIBRARY,"13800 TAMIAMI TRL, NORTH PORT, FL",34287
Sarasota,319,LAKESIDE PLANTATION,"2200 PLANTATION BLVD, NORTH PORT, FL",34289
Sarasota,321,COLONIAL BAPTIST CHURCH,"2400 TAYLOR RANCH TRL, VENICE, FL",34293
Sarasota,323,LAZY RIVER VILLAGE,"10500 TAMIAMI TRL S, NORTH PORT, FL",34287
Sarasota,325,FRIENDSHIP CLUB OF WARM MINERAL SPRINGS,"12125 WARM MINERAL SPRINGS DR, NORTH PORT, FL",34287
Sarasota,327,JOCKEY CLUB,"3050 PAN AMERICAN BLVD, NORTH PORT, FL",34287
Sarasota,329,ST NATHANIELS EPISCOPAL CHURCH,"4200 S BISCAYNE DR, NORTH PORT, FL",34287
Sarasota,331,SHANNON STAUB PUBLIC LIBRARY,"4675 CAREER LN, NORTH PORT, FL",34289
Sarasota,333,BOBCAT TRAIL,"2001 LYNX RUN, NORTH PORT, FL",34288
Sarasota,335,HARBOR COVE,"499 IMPERIAL DR, NORTH PORT, FL",34287
Sarasota,337,LA CASA MOBILE HOME PARK,"428 VIVAR, NORTH PORT, FL",34287
Sarasota,339,ST NATHANIELS EPISCOPAL CHURCH,"4200 S BISCAYNE DR, NORTH PORT, FL",34287
Sarasota,341,HOLIDAY PARK,"5401 HOLIDAY PARK BLVD, NORTH PORT, FL",34287
Sarasota,401,SIESTA KEY CHAPEL,"4615 GLEASON AVE, SARASOTA, FL",34242
Sarasota,403,SIESTA KEY CHAPEL,"4615 GLEASON AVE, SARASOTA, FL",34242
Sarasota,405,TRINITY UNITED METHODIST CHURCH,"2300 HALEY LN, SARASOTA, FL",34231
Sarasota,407,TEMPLE SINAI,"4631 S LOCKWOOD RIDGE RD, SARASOTA, FL",34231
Sarasota,409,BEE RIDGE PRESBYTERIAN CHURCH,"4826 MCINTOSH RD, SARASOTA, FL",34233
Sarasota,411,ST BONIFACE EPISCOPAL CHURCH,"5615 MIDNIGHT PASS RD, SARASOTA, FL",34242
Sarasota,413,PINE SHORES PRESBYTERIAN CHURCH,"6210 CRESTWOOD AVE, SARASOTA, FL",34231
Sarasota,415,ST ANDREW UNITED CHURCH,"6908 BENEVA RD, SARASOTA, FL",34238
Sarasota,417,COVENANT LIFE PRESBYTERIAN CHURCH,"8490 MCINTOSH RD, SARASOTA, FL",34238
Sarasota,419,TWIN LAKES PARK,"6700 CLARK RD, SARASOTA, FL",34241
Sarasota,421,ST BONIFACE EPISCOPAL CHURCH,"5615 MIDNIGHT PASS RD, SARASOTA, FL",34242
Sarasota,423,FAITH LUTHERAN CHURCH,"7750 BENEVA RD, SARASOTA, FL",34238
Sarasota,425,COVENANT LIFE PRESBYTERIAN CHURCH,"8490 MCINTOSH RD, SARASOTA, FL",34238
Sarasota,427,NOKOMIS BEACH PLAZA,"100 CASEY KEY RD, NOKOMIS, FL",34275
Sarasota,429,VENETIAN PARK ESTATES,"8885 S TAMIAMI TRL, SARASOTA, FL",34238
Sarasota,430,OSPREY PUBLIC LIBRARY AT HISTORIC SPANISH POINT,"337 N TAMIAMI TRL, OSPREY, FL",34229
Sarasota,431,KINGS GATE CLUB INC,"290 B AVENUE OF KINGS, NOKOMIS, FL",34275
Sarasota,433,LAUREL PARK COMMUNITY CENTER,"509 COLLINS RD, NOKOMIS, FL",34275
Sarasota,435,VENETIAN RIVER CLUB,"502 VENETO BLVD, NORTH VENICE, FL",34275
Sarasota,437,NOKOMIS COMMUNITY CENTER,"234 NIPPINO TRL E, NOKOMIS, FL",34275
Sarasota,501,CHURCH OF THE HOLY SPIRIT,"129 S TAMIAMI TRL, OSPREY, FL",34229
Sarasota,503,NOKOMIS BEACH PLAZA,"100 CASEY KEY RD, NOKOMIS, FL",34275
